taxon	rank	distance	rate
Drosophila	Genus	86.304705	0.001679
Drosophila	Genus	64.499183	0.001705
Drosophila	Genus	64.499183	0.001685
Drosophila	Genus	52.330887	0.002959
Drosophila	Genus	52.330887	0.002865
Drosophila	Genus	187.853576	0.000852
Drosophila	Genus	39.094012	0.000826
Drosophila	Genus	39.094012	0.000803
Drosophila	Genus	94.671261	0.00182
Drosophila	Genus	94.671261	0.001799
Drosophila	Genus	194.225969	0.001797
Drosophila	Genus	143.894519	0.000843
Drosophila	Genus	143.894519	0.000841
Drosophila	Genus	52.842493	0.000779
Drosophila_ananassae	Species	33.189877	0.00115
Drosophila_ananassae	Species	33.189877	0.001217
Drosophila_grimshawi	Species	1.794196	0.000844
Drosophila_grimshawi	Species	1.794196	0.000853
Drosophila_grimshawi	Species	1.286555	0.002811
Drosophila_grimshawi	Species	1.286555	0.002819
Drosophila_persimilis	Species	3.003535	0.001892
Drosophila_persimilis	Species	0.860244	0.001904
Drosophila_persimilis	Species	0.860244	0.001911
Drosophila_sechellia	Species	6.960969	0.000865
Drosophila_sechellia	Species	6.960969	0.00088
Drosophila_willistoni	Species	134.448027	0.001219
Drosophila_willistoni	Species	134.448027	0.001436
Drosophila_willistoni	Species	157.74322	0.001311
Drosophila_willistoni	Species	157.74322	0.001766
Echinops_telfairi	Species	97.48952	0.000844
Echinops_telfairi	Species	97.48952	0.000976
Endopterygota	Superorder	333.701362	0.001301
Endopterygota	Superorder	765.139731	0.00058
Endopterygota	Superorder	765.139731	0.000564
Euarchontoglires	Superorder	59.299213	0.000134
Euarchontoglires	Superorder	125.254964	0.00017
Euarchontoglires	Superorder	125.254964	0.000064
Euarchontoglires	Superorder	23.731355	0.000232
Euarchontoglires	Superorder	125.254964	0.000241
Euarchontoglires	Superorder	63.225364	0.000234
Euarchontoglires	Superorder	125.254964	0.000267
Euarchontoglires	Superorder	125.254964	0.000198
Euarchontoglires	Superorder	6.322641	0.000271
Euarchontoglires	Superorder	125.254964	0.000312
Euarchontoglires	Superorder	3.776547	0.000529
Euarchontoglires	Superorder	89.006086	0.000531
Euarchontoglires	Superorder	11.561821	0.00058
Euarchontoglires	Superorder	89.006087	0.000578
Euarchontoglires	Superorder	34.831573	0.000628
Euarchontoglires	Superorder	89.006087	0.000677
Euarchontoglires	Superorder	89.006087	0.000611
Euarchontoglires	Superorder	23.019199	0.000421
Euarchontoglires	Superorder	81.127853	0.000784
Euarchontoglires	Superorder	4.59491	0.000799
Euarchontoglires	Superorder	26.98533	0.000826
Euarchontoglires	Superorder	81.127853	0.00088
Euarchontoglires	Superorder	81.127853	0.000791
Euarchontoglires	Superorder	15.137411	0.000853
Euarchontoglires	Superorder	81.127854	0.000855
Euarchontoglires	Superorder	6.594597	0.00065
Euarchontoglires	Superorder	13.383781	0.00064
Euarchontoglires	Superorder	81.127853	0.000635
Euarchontoglires	Superorder	81.127853	0.000636
Euarchontoglires	Superorder	15.143198	0.0006
Euarchontoglires	Superorder	4.787446	0.000522
Euarchontoglires	Superorder	70.78126	0.000523
Euarchontoglires	Superorder	6.174511	0.000511
Euarchontoglires	Superorder	70.78126	0.000537
Euarchontoglires	Superorder	4.845876	0.000978
Euarchontoglires	Superorder	34.255335	0.000966
Euarchontoglires	Superorder	81.923352	0.000978
Euarchontoglires	Superorder	81.923352	0.000945
Euarchontoglires	Superorder	6.875306	0.000815
Euarchontoglires	Superorder	10.099987	0.000787
Euarchontoglires	Superorder	81.923353	0.000771
Euarchontoglires	Superorder	25.90019	0.000775
Euarchontoglires	Superorder	81.923353	0.000789
Euarchontoglires	Superorder	15.935066	0.000777
Euarchontoglires	Superorder	1.345963	0.000843
Euarchontoglires	Superorder	70.374064	0.000845
Euarchontoglires	Superorder	4.385302	0.000873
Euarchontoglires	Superorder	70.374063	0.000932
Euarchontoglires	Superorder	3.941941	0.001149
Euarchontoglires	Superorder	72.775775	0.001117
Euarchontoglires	Superorder	2.705888	0.001123
Euarchontoglires	Superorder	8.823518	0.001137
Euarchontoglires	Superorder	72.775775	0.00117
Euarchontoglires	Superorder	72.775775	0.001117
Euarchontoglires	Superorder	12.986806	0.001055
Euarchontoglires	Superorder	72.775775	0.001024
Euarchontoglires	Superorder	79.303624	0.001232
Eukaryota	Domain	1079.365607	0.001473
Eukaryota	Domain	1061.545245	0.001198
Eukaryota	Domain	892.907663	0.001549
Eukaryota	Domain	892.907663	0.001472
Eukaryota	Domain	78.108481	0.001102
Eukaryota	Domain	892.907662	0.00091
Eukaryota	Domain	1117.567013	0.000803
Eukaryota	Domain	1094.60107	0.000707
Eukaryota	Domain	1094.60107	0.001087
Eukaryota	Domain	966.193776	0.000776
Eukaryota	Domain	966.193776	0.001507
Eukaryota	Domain	644.046343	0.002112
Eukaryota	Domain	7.95073	0.002042
Eukaryota	Domain	644.046343	0.00199
Eukaryota	Domain	33.050758	0.001109
Eumetazoa	Subkingdom	732.033185	0.000588
Eumetazoa	Subkingdom	95.944757	0.001028
Eumetazoa	Subkingdom	732.033185	0.001223
Eumetazoa	Subkingdom	702.973097	0.000841
Eumetazoa	Subkingdom	744.824365	0.001158
Eumetazoa	Subkingdom	643.934266	0.000537
Eumetazoa	Subkingdom	19.372986	0.000629
Eumetazoa	Subkingdom	643.934266	0.000649
Eumetazoa	Subkingdom	767.646561	0.000773
Eumetazoa	Subkingdom	731.64471	0.000679
Eumetazoa	Subkingdom	458.103411	0.001466
Eumetazoa	Subkingdom	859.164949	0.00055
Eumetazoa	Subkingdom	859.164949	0.00061
Eumetazoa	Subkingdom	859.164949	0.000522
Eumetazoa	Subkingdom	781.072753	0.000509
Eumetazoa	Subkingdom	684.162127	0.00087
Eumetazoa	Subkingdom	48.669666	0.001287
Eumetazoa	Subkingdom	684.162127	0.001356
Eumetazoa	Subkingdom	72.676189	0.001273
Eumetazoa	Subkingdom	133.902983	0.001149
Eumetazoa	Subkingdom	684.162127	0.001067
Eumetazoa	Subkingdom	684.162127	0.001093
Eumetazoa	Subkingdom	48.06789	0.000948
Eumetazoa	Subkingdom	684.162127	0.000877
Eumetazoa	Subkingdom	88.485392	0.001023
Eumetazoa	Subkingdom	69.972959	0.000658
Eumetazoa	Subkingdom	627.138186	0.000548
Eumetazoa	Subkingdom	575.071418	0.000654
Euteleostomi	Subphylum	233.063168	0.000479
Euteleostomi	Subphylum	468.04911	0.000455
Euteleostomi	Subphylum	60.037734	0.000578
Euteleostomi	Subphylum	468.04911	0.000303
Euteleostomi	Subphylum	117.069114	0.000508
Euteleostomi	Subphylum	468.04911	0.000437
Euteleostomi	Subphylum	150.035822	0.000426
Euteleostomi	Subphylum	230.206563	0.000682
Euteleostomi	Subphylum	465.199705	0.00069
Euteleostomi	Subphylum	455.421461	0.001673
Euteleostomi	Subphylum	47.412517	0.001181
Euteleostomi	Subphylum	455.421462	0.001072
Euteleostomi	Subphylum	104.429288	0.001046
Euteleostomi	Subphylum	455.421462	0.001011
Euteleostomi	Subphylum	137.416442	0.000949
Euteleostomi	Subphylum	233.185304	0.000607
Euteleostomi	Subphylum	468.173569	0.000598
Euteleostomi	Subphylum	60.16519	0.000566
Euteleostomi	Subphylum	468.173569	0.000342
Euteleostomi	Subphylum	131.152934	0.000541
Euteleostomi	Subphylum	468.17357	0.000478
Euteleostomi	Subphylum	150.162536	0.000512
Euteleostomi	Subphylum	406.024664	0.000993
Euteleostomi	Subphylum	171.044934	0.001191
Euteleostomi	Subphylum	406.024664	0.001198
Euteleostomi	Subphylum	226.042012	0.000802
Euteleostomi	Subphylum	461.028985	0.000779
Euteleostomi	Subphylum	53.020739	0.000821
Euteleostomi	Subphylum	461.028985	0.000783
Euteleostomi	Subphylum	110.036048	0.000814
Euteleostomi	Subphylum	461.028985	0.000853
Euteleostomi	Subphylum	143.018942	0.000819
Euteleostomi	Subphylum	461.028985	0.000758
Euteleostomi	Subphylum	303.245452	0.000844
Euteleostomi	Subphylum	413.410593	0.00081
Euteleostomi	Subphylum	461.028985	0.000805
Euteleostomi	Subphylum	225.161677	0.000599
Euteleostomi	Subphylum	460.154187	0.000582
Euteleostomi	Subphylum	52.147258	0.000573
Euteleostomi	Subphylum	460.154188	0.000461
Euteleostomi	Subphylum	109.160062	0.000574
Euteleostomi	Subphylum	460.154187	0.000536
Euteleostomi	Subphylum	142.148515	0.000634
Euteleostomi	Subphylum	2196.251416	0.000101
Euteleostomi	Subphylum	188.761024	0.000779
Euteleostomi	Subphylum	423.690189	0.000726
Euteleostomi	Subphylum	15.679501	0.000636
Euteleostomi	Subphylum	423.690188	0.000502
Euteleostomi	Subphylum	72.71867	0.000575
Euteleostomi	Subphylum	423.690188	0.000527
Euteleostomi	Subphylum	105.681278	0.000535
Euteleostomi	Subphylum	190.476423	0.001159
Euteleostomi	Subphylum	425.471923	0.001158
Euteleostomi	Subphylum	74.475786	0.00096
Euteleostomi	Subphylum	425.471923	0.000933
Euteleostomi	Subphylum	216.468998	0.001058
Euteleostomi	Subphylum	451.462952	0.001032
Euteleostomi	Subphylum	43.46058	0.000995
Euteleostomi	Subphylum	451.462953	0.000952
Euteleostomi	Subphylum	100.467404	0.000903
Euteleostomi	Subphylum	451.462953	0.000901
Euteleostomi	Subphylum	133.459852	0.000811
Euteleostomi	Subphylum	234.67236	0.000652
Euteleostomi	Subphylum	469.667796	0.000674
Euteleostomi	Subphylum	61.663979	0.000746
Euteleostomi	Subphylum	469.667796	0.000697
Euteleostomi	Subphylum	118.670776	0.000674
Euteleostomi	Subphylum	469.667796	0.000591
Euteleostomi	Subphylum	151.664891	0.000686
Euteleostomi	Subphylum	231.491262	0.003099
Euteleostomi	Subphylum	382.448048	0.002927
Euteleostomi	Subphylum	35.844181	0.00271
Euteleostomi	Subphylum	382.448048	0.002226
Euteleostomi	Subphylum	64.443757	0.002084
Euteleostomi	Subphylum	549.694286	0.001029
Euteleostomi	Subphylum	277.806176	0.000439
Euteleostomi	Subphylum	512.797718	0.00048
Euteleostomi	Subphylum	104.789973	0.000513
Euteleostomi	Subphylum	512.797718	0.000317
Euteleostomi	Subphylum	161.812424	0.000481
Euteleostomi	Subphylum	512.797718	0.000456
Euteleostomi	Subphylum	194.791262	0.000426
Euteleostomi	Subphylum	221.751846	0.001797
Euteleostomi	Subphylum	427.485589	0.001693
Euteleostomi	Subphylum	19.476197	0.001707
Euteleostomi	Subphylum	427.485589	0.001426
Euteleostomi	Subphylum	76.493336	0.001717
Euteleostomi	Subphylum	427.485589	0.001984
Euteleostomi	Subphylum	109.477139	0.001465
Euteleostomi	Subphylum	427.485589	0.0013
Euteleostomi	Subphylum	556.449963	0.002595
Euteleostomi	Subphylum	205.456458	0.002393
Euteleostomi	Subphylum	556.449963	0.002724
Euteleostomi	Subphylum	231.709237	0.001139
Euteleostomi	Subphylum	466.698762	0.001143
Euteleostomi	Subphylum	58.689221	0.000912
Euteleostomi	Subphylum	466.698762	0.00073
Euteleostomi	Subphylum	115.705599	0.000875
Euteleostomi	Subphylum	466.698763	0.000909
Euteleostomi	Subphylum	148.692111	0.00083
Euteleostomi	Subphylum	234.940305	0.000863
Euteleostomi	Subphylum	469.928529	0.000845
Euteleostomi	Subphylum	61.922074	0.000822
Euteleostomi	Subphylum	469.928529	0.000666
Euteleostomi	Subphylum	118.935204	0.000835
Euteleostomi	Subphylum	469.928529	0.00081
Euteleostomi	Subphylum	151.921928	0.000872
Euteleostomi	Subphylum	222.029791	0.001019
Euteleostomi	Subphylum	457.025653	0.000983
Euteleostomi	Subphylum	457.025653	0.001318
Euteleostomi	Subphylum	49.022357	0.001041
Euteleostomi	Subphylum	457.025653	0.00077
Euteleostomi	Subphylum	106.02847	0.001025
Euteleostomi	Subphylum	457.025653	0.00101
Euteleostomi	Subphylum	139.022893	0.001073
Euteleostomi	Subphylum	225.255407	0.0005
Euteleostomi	Subphylum	52.2422	0.000418
Euteleostomi	Subphylum	460.248709	0.000315
Euteleostomi	Subphylum	109.255506	0.000366
Euteleostomi	Subphylum	460.248709	0.000362
Euteleostomi	Subphylum	240.049253	0.001004
Euteleostomi	Subphylum	47.163164	0.000889
Euteleostomi	Subphylum	475.044443	0.000604
Euteleostomi	Subphylum	359.583233	0.00075
Euteleostomi	Subphylum	787.468533	0.000816
Euteleostomi	Subphylum	787.468533	0.000766
Eutheria	Subclass	44.769415	0.000199
Eutheria	Subclass	129.144732	0.000204
Eutheria	Subclass	129.144732	0.000184
Eutheria	Subclass	129.144732	0.000195
Eutheria	Subclass	128.645044	0.000418
Eutheria	Subclass	80.108496	0.000645
Eutheria	Subclass	81.287298	0.000866
Eutheria	Subclass	17.816585	0.000841
Eutheria	Subclass	81.287297	0.000824
Eutheria	Subclass	74.4746	0.000722
Eutheria	Subclass	26.863958	0.000646
Eutheria	Subclass	74.4746	0.00063
Eutheria	Subclass	74.4746	0.000635
Eutheria	Subclass	6.038746	0.000629
Eutheria	Subclass	74.4746	0.000635
Eutheria	Subclass	17.145537	0.000586
Eutheria	Subclass	31.485655	0.000765
Eutheria	Subclass	97.376684	0.000766
Eutheria	Subclass	97.376684	0.000756
Eutheria	Subclass	87.324668	0.000716
Eutheria	Subclass	21.332284	0.000757
Eutheria	Subclass	87.324668	0.000764
Eutheria	Subclass	85.226309	0.001249
Eutheria	Subclass	89.327441	0.000675
Eutheria	Subclass	23.337716	0.000675
Eutheria	Subclass	89.327441	0.000684
Eutheria	Subclass	75.967843	0.001404
Eutheria	Subclass	18.517208	0.001482
Eutheria	Subclass	75.967843	0.001559
Eutheria	Subclass	75.967843	0.001472
Eutheria	Subclass	70.942623	0.00091
Eutheria	Subclass	70.942623	0.00092
Eutheria	Subclass	67.015603	0.000596
Eutheria	Subclass	19.401561	0.000561
Eutheria	Subclass	67.015603	0.000545
Eutheria	Subclass	67.015603	0.000551
Eutheria	Subclass	97.83487	0.001095
Eutheria	Subclass	41.824697	0.001138
Eutheria	Subclass	97.83487	0.0011
Eutheria	Subclass	97.83487	0.001182
Eutheria	Subclass	107.435827	0.000733
Eutheria	Subclass	117.020039	0.000645
Eutheria	Subclass	12.469912	0.000521
Eutheria	Subclass	101.418558	0.000542
Eutheria	Subclass	32.638246	0.000508
Eutheria	Subclass	101.418559	0.000459
Eutheria	Subclass	101.418559	0.000546
Eutheria	Subclass	13.024382	0.000831
Eutheria	Subclass	89.691597	0.000867
Eutheria	Subclass	89.691597	0.000777
Eutheria	Subclass	11.450709	0.000851
Eutheria	Subclass	98.899877	0.00091
Eutheria	Subclass	42.878599	0.000784
Eutheria	Subclass	98.899877	0.000748
Eutheria	Subclass	98.899877	0.000772
Eutheria	Subclass	107.683143	0.000545
Eutheria	Subclass	101.463228	0.000498
Eutheria	Subclass	88.431013	0.000506
Eutheria	Subclass	88.431013	0.000502
Eutheria	Subclass	16.402466	0.00058
Eutheria	Subclass	92.544229	0.000612
Eutheria	Subclass	35.782778	0.000546
Eutheria	Subclass	92.544229	0.000522
Eutheria	Subclass	92.544229	0.000546
Eutheria	Subclass	27.902132	0.000694
Eutheria	Subclass	95.013049	0.0007
Eutheria	Subclass	95.013049	0.00065
Eutheria	Subclass	14.673831	0.000775
Eutheria	Subclass	95.013049	0.000775
Eutheria	Subclass	23.973707	0.000797
Eutheria	Subclass	95.013049	0.000748
Eutheria	Subclass	95.013049	0.000866
Eutheria	Subclass	47.002754	0.000594
Eutheria	Subclass	101.278903	0.000581
Eutheria	Subclass	101.278903	0.000579
Eutheria	Subclass	20.760508	0.000635
Eutheria	Subclass	109.486569	0.000668
Eutheria	Subclass	39.172916	0.000619
Eutheria	Subclass	109.486569	0.000604
Eutheria	Subclass	109.486569	0.000622
Eutheria	Subclass	21.631656	0.000679
Eutheria	Subclass	69.243569	0.000678
Eutheria	Subclass	69.243569	0.000669
Eutheria	Subclass	6.636446	0.000691
Eutheria	Subclass	69.24357	0.000692
Eutheria	Subclass	13.238441	0.000686
Eutheria	Subclass	69.24357	0.000674
Eutheria	Subclass	69.24357	0.000689
Eutheria	Subclass	22.142711	0.000631
Eutheria	Subclass	78.164963	0.000624
Eutheria	Subclass	78.164963	0.000631
Eutheria	Subclass	14.32463	0.00065
Eutheria	Subclass	78.164962	0.000667
Eutheria	Subclass	22.153473	0.000638
Eutheria	Subclass	78.164962	0.000624
Eutheria	Subclass	78.164962	0.000641
Eutheria	Subclass	0.806864	0.000715
Eutheria	Subclass	72.742187	0.000717
Eutheria	Subclass	8.978122	0.000705
Eutheria	Subclass	72.742188	0.000705
Eutheria	Subclass	72.742188	0.000697
Eutheria	Subclass	108.635329	0.000684
Eutheria	Subclass	75.095127	0.000744
Eutheria	Subclass	20.716211	0.00079
Eutheria	Subclass	86.713569	0.000784
Eutheria	Subclass	3.890187	0.000622
Eutheria	Subclass	76.56246	0.000594
Eutheria	Subclass	28.855986	0.000649
Eutheria	Subclass	76.56246	0.00068
Eutheria	Subclass	76.56246	0.000635
Eutheria	Subclass	19.800027	0.000547
Eutheria	Subclass	69.894086	0.000521
Eutheria	Subclass	69.894086	0.000528
Eutheria	Subclass	7.744467	0.000677
Eutheria	Subclass	69.894086	0.000766
Eutheria	Subclass	13.888901	0.000636
Eutheria	Subclass	69.894085	0.000582
Eutheria	Subclass	69.894085	0.000647
Eutheria	Subclass	15.032717	0.001222
Eutheria	Subclass	99.063844	0.001342
Eutheria	Subclass	43.036755	0.00106
Eutheria	Subclass	99.063844	0.000969
Eutheria	Subclass	99.063844	0.001028
Eutheria	Subclass	39.656164	0.000827
Eutheria	Subclass	87.296796	0.000812
Eutheria	Subclass	87.296796	0.000785
Eutheria	Subclass	56.296773	0.001562
Eutheria	Subclass	115.172811	0.001508
Eutheria	Subclass	115.172811	0.00166
Eutheria	Subclass	31.587155	0.00032
Eutheria	Subclass	79.215847	0.000314
Eutheria	Subclass	79.215847	0.000321
Eutheria	Subclass	4.227701	0.000527
Eutheria	Subclass	44.24928	0.000577
Eutheria	Subclass	110.241272	0.000618
Eutheria	Subclass	110.241272	0.000592
Eutheria	Subclass	71.429593	0.000593
Eutheria	Subclass	71.429593	0.000575
Eutheria	Subclass	23.463367	0.000405
Eutheria	Subclass	100.909815	0.000412
Eutheria	Subclass	44.875508	0.000389
Eutheria	Subclass	100.909815	0.000378
Eutheria	Subclass	100.909815	0.000386
Eutheria	Subclass	84.678902	0.001172
Eutheria	Subclass	84.678902	0.001112
Eutheria	Subclass	28.658581	0.000923
Eutheria	Subclass	84.678902	0.000822
Eutheria	Subclass	84.678902	0.000912
Eutheria	Subclass	89.776908	0.000899
Eutheria	Subclass	92.643042	0.00102
Eutheria	Subclass	29.703706	0.00072
Eutheria	Subclass	87.036579	0.0007
Eutheria	Subclass	87.036579	0.000696
Eutheria	Subclass	18.533409	0.000809
Eutheria	Subclass	89.182558	0.000856
Eutheria	Subclass	33.141243	0.000752
Eutheria	Subclass	89.182558	0.000715
Eutheria	Subclass	89.182558	0.000741
Eutheria	Subclass	90.752096	0.000795
Eutheria	Subclass	12.009554	0.000863
Eutheria	Subclass	39.87595	0.000774
Eutheria	Subclass	129.047886	0.000718
Eutheria	Subclass	129.047886	0.00076
Eutheria	Subclass	124.546291	0.000997
Eutheria	Subclass	12.481911	0.001088
Eutheria	Subclass	89.955549	0.001078
Eutheria	Subclass	24.067495	0.001072
Eutheria	Subclass	89.955549	0.000948
Eutheria	Subclass	89.955549	0.001178
Eutheria	Subclass	20.151137	0.000833
Eutheria	Subclass	102.029676	0.000726
Eutheria	Subclass	102.029676	0.000792
Eutheria	Subclass	98.531163	0.000673
Eutheria	Subclass	118.22344	0.000613
Eutheria	Subclass	3.742093	0.000475
Eutheria	Subclass	72.930848	0.000451
Eutheria	Subclass	5.691285	0.00048
Eutheria	Subclass	72.930848	0.00045
Eutheria	Subclass	23.297074	0.000513
Eutheria	Subclass	72.930848	0.000561
Eutheria	Subclass	72.930848	0.000488
Eutheria	Subclass	6.946061	0.000533
Eutheria	Subclass	72.930847	0.000542
Eutheria	Subclass	6.937201	0.000559
Eutheria	Subclass	72.930848	0.000641
Eutheria	Subclass	7.150142	0.000743
Eutheria	Subclass	90.772717	0.000812
Eutheria	Subclass	34.753958	0.000704
Eutheria	Subclass	90.772717	0.000677
Eutheria	Subclass	90.772717	0.000701
Eutheria	Subclass	30.64545	0.000415
Eutheria	Subclass	78.284088	0.000406
Eutheria	Subclass	78.284088	0.000401
Eutheria	Subclass	10.132725	0.000455
Eutheria	Subclass	78.284088	0.000469
Eutheria	Subclass	22.272548	0.000441
Eutheria	Subclass	78.284088	0.000429
Eutheria	Subclass	78.284088	0.000437
Eutheria	Subclass	14.0817	0.002174
Eutheria	Subclass	78.731763	0.00219
Eutheria	Subclass	22.724248	0.002127
Eutheria	Subclass	78.731763	0.002086
Eutheria	Subclass	78.731763	0.002119
Eutheria	Subclass	24.280247	0.002212
Eutheria	Subclass	81.563832	0.002167
Eutheria	Subclass	81.563832	0.002193
Gadus_morhua	Species	43.160626	0.001787
Gadus_morhua	Species	43.160626	0.001997
Haplorrhini	Suborder	61.570336	0.000516
Haplorrhini	Suborder	58.682356	0.001263
Haplorrhini	Suborder	61.482868	0.000827
Haplorrhini	Suborder	61.418169	0.000774
Haplorrhini	Suborder	56.670696	0.000699
Haplorrhini	Suborder	58.152536	0.000659
Haplorrhini	Suborder	59.786398	0.000586
Haplorrhini	Suborder	56.718903	0.000797
Haplorrhini	Suborder	57.774253	0.000317
Haplorrhini	Suborder	55.517633	0.001028
Haplorrhini	Suborder	62.07517	0.000711
Haplorrhini	Suborder	57.028139	0.001036
Haplorrhini	Suborder	60.333382	0.000528
Haplorrhini	Suborder	58.28769	0.001888
Helobdella_robusta	Species	156.727076	0.000835
Helobdella_robusta	Species	156.727076	0.000971
Heterorhabditis_bacteriophora	Species	355.719662	0.000627
Heterorhabditis_bacteriophora	Species	355.719662	0.000643
Holacanthopterygii	Division	177.621534	0.00058
Holacanthopterygii	Division	159.200718	0.000838
Holacanthopterygii	Division	176.568874	0.000792
Holacanthopterygii	Division	176.568874	0.001053
Holacanthopterygii	Division	127.30099	0.001109
Holacanthopterygii	Division	144.928869	0.000999
Holacanthopterygii	Division	141.129196	0.000686
Holacanthopterygii	Division	177.152488	0.001278
Holacanthopterygii	Division	188.370636	0.000847
Holacanthopterygii	Division	149.211064	0.000773
Holacanthopterygii	Division	1457.336187	0.000143
Holacanthopterygii	Division	1051.934333	0.000167
Holacanthopterygii	Division	159.90127	0.000772
Holacanthopterygii	Division	180.762356	0.00125
Holacanthopterygii	Division	133.46164	0.000824
Holacanthopterygii	Division	133.46164	0.000689
Holacanthopterygii	Division	88.976238	0.00305
Holacanthopterygii	Division	286.670754	0.000621
Holacanthopterygii	Division	199.853065	0.000526
Holacanthopterygii	Division	171.923186	0.000893
Holacanthopterygii	Division	187.124469	0.000541
Holacanthopterygii	Division	191.772499	0.000537
Holacanthopterygii	Division	214.391384	0.000598
Holacanthopterygii	Division	219.689255	0.000828
Holacanthopterygii	Division	173.124016	0.000962
Homininae	Subfamily	2.019575	0.00056
Homininae	Subfamily	2.019575	0.000558
Homininae	Subfamily	2.019575	0.000562
Homininae	Subfamily	3.330222	0.000517
Homininae	Subfamily	3.035618	0.001172
Homininae	Subfamily	3.035618	0.001171
Homininae	Subfamily	3.035618	0.001174
Homininae	Subfamily	1.251914	0.000521
Homininae	Subfamily	1.251914	0.000524
Homininae	Subfamily	1.811687	0.000666
Homininae	Subfamily	1.811687	0.000666
Homininae	Subfamily	1.811687	0.000663
Homininae	Subfamily	5.276177	0.000519
Homininae	Subfamily	5.276177	0.000523
Homininae	Subfamily	5.276177	0.000517
Homininae	Subfamily	3.153991	0.000691
Homininae	Subfamily	3.153991	0.000688
Homininae	Subfamily	3.153991	0.000686
Homininae	Subfamily	7.873802	0.000596
Homininae	Subfamily	5.520858	0.000602
Homininae	Subfamily	5.520858	0.000597
Homininae	Subfamily	1.63845	0.000605
Homininae	Subfamily	1.63845	0.000605
Homininae	Subfamily	12.227671	0.000582
Homininae	Subfamily	12.227671	0.000567
Homininae	Subfamily	12.227671	0.000566
Homininae	Subfamily	5.004334	0.000605
Homininae	Subfamily	1.283206	0.000374
Homininae	Subfamily	1.283206	0.000381
Homininae	Subfamily	2.694042	0.000368
Homininae	Subfamily	6.037122	0.000443
Homininae	Subfamily	6.037122	0.000447
Homininae	Subfamily	6.037122	0.000471
Homininae	Subfamily	5.490053	0.000235
Homininae	Subfamily	5.490053	0.000228
Homininae	Subfamily	5.490053	0.000225
Homininae	Subfamily	2.370399	0.000522
Homininae	Subfamily	2.370399	0.000516
Homininae	Subfamily	2.370399	0.000521
Homininae	Subfamily	17.686385	0.000773
Homininae	Subfamily	4.105658	0.000726
Homininae	Subfamily	4.105658	0.000729
Homininae	Subfamily	3.27393	0.000861
Homininae	Subfamily	3.27393	0.000845
Homininae	Subfamily	3.27393	0.00084
Homininae	Subfamily	8.056945	0.00056
Homininae	Subfamily	8.056945	0.000557
Homininae	Subfamily	8.056945	0.000574
Homininae	Subfamily	4.628434	0.000782
Homininae	Subfamily	4.628434	0.000779
Homininae	Subfamily	4.628434	0.00078
Homininae	Subfamily	6.510058	0.001701
Homininae	Subfamily	2.267191	0.001683
Homininae	Subfamily	2.267191	0.001684
Hominoidea	Superfamily	19.023177	0.001723
Hominoidea	Superfamily	6.007847	0.00171
Hominoidea	Superfamily	19.023176	0.001702
Hominoidea	Superfamily	7.413247	0.0017
Hominoidea	Superfamily	19.023177	0.001695
Insectivora	Order	96.106146	0.000463
Insectivora	Order	96.106146	0.000455
Insectivora	Order	61.114206	0.000859
Insectivora	Order	61.114206	0.00087
Insectivora	Order	57.447599	0.000977
Insectivora	Order	57.447599	0.001017
Insectivora	Order	48.308153	0.00065
Insectivora	Order	48.308153	0.000635
Insectivora	Order	57.504838	0.000741
Insectivora	Order	57.504838	0.000746
Insectivora	Order	67.943499	0.000863
Insectivora	Order	67.943499	0.000805
Insectivora	Order	65.534955	0.000974
Insectivora	Order	65.534955	0.000909
Insectivora	Order	100.071789	0.001367
Insectivora	Order	100.071789	0.001363
Insectivora	Order	73.556275	0.001277
Insectivora	Order	73.556275	0.001353
Insectivora	Order	57.785564	0.000517
Insectivora	Order	57.785564	0.00051
Insectivora	Order	56.19514	0.002204
Insectivora	Order	56.19514	0.002218
Laurasiatheria	Superorder	115.02851	0.000067
Laurasiatheria	Superorder	78.487504	0.000255
Laurasiatheria	Superorder	19.623054	0.000168
Laurasiatheria	Superorder	78.487505	0.000148
Laurasiatheria	Superorder	78.487505	0.00018
Laurasiatheria	Superorder	13.527594	0.000701
Laurasiatheria	Superorder	58.540466	0.000694
Laurasiatheria	Superorder	56.409817	0.000709
Laurasiatheria	Superorder	62.15039	0.000504
Laurasiatheria	Superorder	53.532044	0.000563
Laurasiatheria	Superorder	47.931126	0.000576
Laurasiatheria	Superorder	1.56181	0.000537
Laurasiatheria	Superorder	47.931126	0.000537
Laurasiatheria	Superorder	47.931126	0.000524
Laurasiatheria	Superorder	75.901357	0.001082
Laurasiatheria	Superorder	17.013174	0.001136
Laurasiatheria	Superorder	75.901357	0.001171
Laurasiatheria	Superorder	75.901357	0.001122
Laurasiatheria	Superorder	15.6416	0.000424
Laurasiatheria	Superorder	74.522534	0.000437
Laurasiatheria	Superorder	74.522534	0.000411
Laurasiatheria	Superorder	73.5365	0.000736
Laurasiatheria	Superorder	9.705502	0.000696
Laurasiatheria	Superorder	68.591207	0.000661
Laurasiatheria	Superorder	69.310499	0.000331
Laurasiatheria	Superorder	59.701383	0.000652
Laurasiatheria	Superorder	6.53202	0.000514
Laurasiatheria	Superorder	63.517543	0.000501
Laurasiatheria	Superorder	63.517543	0.0005
Laurasiatheria	Superorder	64.932047	0.000531
Laurasiatheria	Superorder	58.478791	0.0007
Laurasiatheria	Superorder	13.156222	0.000819
